0.000000,0.428879,0.090000,0.090000,0.270000
0.000000,0.506819,0.090000,0.090000,0.270000
0.000000,0.495560,0.090000,0.090000,0.270000
0.000000,0.486302,0.090000,0.090000,0.270000
0.000000,0.468121,0.090000,0.090000,0.270000
0.000000,0.461601,0.090000,0.090000,0.270000
0.000000,0.443513,0.090000,0.090000,0.270000
0.000000,0.435271,0.090000,0.090000,0.270000
0.000000,0.414889,0.090000,0.090000,0.270000
0.000000,0.402823,0.090000,0.090000,0.270000
0.000000,0.389398,0.090000,0.090000,0.270000
0.000000,0.378323,0.090000,0.090000,0.270000
0.000000,0.360998,0.090000,0.090000,0.270000
0.000000,0.350718,0.090000,0.090000,0.270000
0.000000,0.339103,0.090000,0.090000,0.270000
0.000000,0.336775,0.090000,0.090000,0.270000
0.000000,0.320876,0.090000,0.090000,0.270000
0.000000,0.305114,0.090000,0.090000,0.270000
0.000000,0.291745,0.060000,0.060000,0.240000
0.000000,0.279150,0.060000,0.060000,0.240000
0.000000,0.267913,0.060000,0.060000,0.240000
0.000000,0.252508,0.060000,0.060000,0.240000
0.000000,0.241181,0.060000,0.060000,0.240000
0.000000,0.230023,0.060000,0.060000,0.240000
0.000000,0.218477,0.060000,0.060000,0.240000
0.000000,0.206917,0.060000,0.060000,0.240000
0.000000,0.194300,0.060000,0.060000,0.240000
0.000000,0.189842,0.060000,0.060000,0.240000
0.000000,0.180953,0.060000,0.060000,0.240000
0.000000,0.178703,0.060000,0.060000,0.240000
0.000000,0.171792,0.060000,0.060000,0.240000
0.000000,0.170816,0.060000,0.060000,0.240000
0.000000,0.162435,0.060000,0.060000,0.240000
0.000000,0.163516,0.060000,0.060000,0.240000
0.000000,0.154816,0.060000,0.060000,0.240000
0.000000,0.154896,0.060000,0.060000,0.240000
0.000000,0.151161,0.060000,0.060000,0.240000
0.000000,0.146975,0.060000,0.060000,0.240000
0.000000,0.144073,0.060000,0.060000,0.240000
0.000000,0.139848,0.060000,0.060000,0.240000
0.000000,0.138861,0.060000,0.060000,0.240000
0.000000,0.136033,0.060000,0.060000,0.240000
0.000000,0.132722,0.060000,0.060000,0.240000
0.000000,0.130937,0.060000,0.060000,0.240000
0.000000,0.129979,0.060000,0.060000,0.240000
0.000000,0.126647,0.060000,0.060000,0.240000
0.000000,0.125865,0.060000,0.060000,0.240000
0.000000,0.125146,0.060000,0.060000,0.240000
0.000000,0.121891,0.060000,0.060000,0.240000
0.000000,0.121157,0.060000,0.060000,0.240000
0.000000,0.121003,0.060000,0.060000,0.240000
0.000000,0.118452,0.060000,0.060000,0.240000
0.000000,0.117899,0.060000,0.060000,0.240000
0.000000,0.117682,0.060000,0.060000,0.240000
0.000000,0.115301,0.060000,0.060000,0.240000
0.000000,0.114468,0.060000,0.060000,0.240000
0.000000,0.114506,0.060000,0.060000,0.240000
0.000000,0.112613,0.060000,0.060000,0.240000
0.000000,0.111230,0.060000,0.060000,0.240000
0.000000,0.111122,0.060000,0.060000,0.240000
0.000000,0.110574,0.060000,0.060000,0.240000
0.000000,0.109315,0.060000,0.060000,0.240000
0.000000,0.108815,0.060000,0.060000,0.240000
0.000000,0.111188,0.060000,0.060000,0.240000
0.000000,0.112977,0.060000,0.060000,0.240000
0.000000,0.117701,0.060000,0.060000,0.240000
0.000000,0.121403,0.060000,0.060000,0.240000
0.000000,0.123058,0.060000,0.060000,0.240000
0.000000,0.126673,0.060000,0.060000,0.240000
0.000000,0.130451,0.060000,0.060000,0.240000
0.000000,0.132606,0.060000,0.060000,0.240000
0.000000,0.134495,0.060000,0.060000,0.240000
0.000000,0.137601,0.060000,0.060000,0.240000
0.000000,0.138632,0.060000,0.060000,0.240000
0.000000,0.138465,0.060000,0.060000,0.240000
0.000000,0.140006,0.060000,0.060000,0.240000
0.000000,0.140258,0.060000,0.060000,0.240000
0.000000,0.137879,0.060000,0.060000,0.240000
0.000000,0.141512,0.060000,0.060000,0.240000
0.000000,0.150723,0.060000,0.060000,0.240000
0.000000,0.156463,0.060000,0.060000,0.240000
0.000000,0.158637,0.060000,0.060000,0.240000
0.000000,0.158415,0.060000,0.060000,0.240000
0.000000,0.164085,0.060000,0.060000,0.103027
0.000000,0.181518,0.060000,0.060000,0.240000
0.000000,0.186558,0.060000,0.060000,0.240000
0.000000,0.182442,0.060000,0.060000,0.240000
0.000000,0.181245,0.060000,0.060000,0.240000
0.000000,0.194036,0.060000,0.060000,0.240000
0.000000,0.196270,0.060000,0.060000,0.240000
0.000000,0.199696,0.060000,0.060000,0.240000
0.000000,0.199594,0.060000,0.060000,0.240000
0.000000,0.205426,0.060000,0.060000,0.240000
0.000000,0.213418,0.060000,0.060000,0.240000
0.000000,0.227012,0.060000,0.060000,0.240000
0.000000,0.220419,0.060000,0.060000,0.240000
0.003579,0.226539,0.060000,0.060000,0.240000
0.133307,0.210051,0.060000,0.060000,0.240000
0.257434,0.229800,0.060000,0.060000,0.240000
0.368846,0.243503,0.060000,0.060000,0.240000
0.473980,0.264257,0.060000,0.060000,0.240000
0.571487,0.277982,0.060000,0.060000,0.240000
0.660451,0.259897,0.060000,0.060000,0.240000
0.713046,0.303883,0.060000,0.060000,0.240000
0.780899,0.271230,0.060000,0.060000,0.240000
0.813962,0.200517,0.060000,0.060000,0.240000
0.822700,0.207978,0.060000,0.060000,0.240000
0.743194,0.288577,0.060000,0.060000,0.240000
0.670628,0.270858,0.060000,0.060000,0.240000
0.591834,0.259183,0.060000,0.060000,0.240000
0.495936,0.249826,0.045000,0.045000,0.225000
0.399253,0.158601,0.045000,0.045000,0.225000
0.287222,0.083711,0.045000,0.045000,0.225000
0.173923,0.178457,0.045000,0.045000,0.225000
0.048953,0.322608,0.060000,0.060000,0.240000
0.000000,0.414701,0.060000,0.060000,0.240000
